Power Usage Effectiveness (PUE),Energy Consumption (kWh),Renewable Energy Usage (%),Cooling Efficiency,Total Power Consumption (kW),Server Power Consumption (kW),Dynamic Power Usage (kW),CPU Utilization (%),Task Completion Time (ms),SLA Violations,Workload Type,Number of Active VMs,Energy Strategy,Energy Savings (%)
1.7,"48,000",20,1.8,"2,900",70,100,10,111,5,Compute-heavy,93,Hybrid,50
1.3,"33,000",0,1.2,"2,900",100,80,30,39,4,I/O heavy,244,Non-renewable,30
1.4,"23,000",0,1.7,700,90,140,0,44,2,Mixed,62,Renewable-first,60
1.4,"14,000",10,1.7,"2,400",140,50,40,75,0,Mixed,350,Hybrid,50
1.5,"28,000",70,1.4,500,110,100,100,79,3,I/O heavy,92,Hybrid,0
1.8,"38,000",10,1.8,"2,000",200,60,80,27,5,Compute-heavy,160,Hybrid,70
1.7,"44,000",0,1.2,"2,100",180,70,20,37,0,Mixed,448,Hybrid,80
1.3,"35,000",50,1.3,"2,400",100,50,20,104,2,Compute-heavy,338,Non-renewable,0
1.3,"8,000",0,1.6,"1,000",100,80,40,111,2,I/O heavy,104,Non-renewable,60
1.4,"45,000",90,1.8,"1,600",70,70,10,129,5,I/O heavy,89,Renewable-first,0
1.4,"49,000",80,1.1,"1,600",190,100,0,41,2,Compute-heavy,490,Hybrid,70
1.6,"35,000",50,1.5,"2,300",50,90,30,115,3,Compute-heavy,392,Hybrid,20
1.7,"13,000",90,1.8,"2,500",90,110,100,39,5,Mixed,377,Hybrid,10
1.8,"30,000",50,1.1,"2,000",80,90,100,29,2,Compute-heavy,375,Hybrid,10
1.6,"17,000",0,1.1,"2,900",160,150,60,175,5,Mixed,71,Non-renewable,70
1.7,"30,000",60,1.5,"2,100",180,110,60,24,3,I/O heavy,363,Hybrid,40
1.5,"5,000",20,1.5,"2,100",50,50,100,101,0,Compute-heavy,435,Non-renewable,30
1.3,"44,000",0,1.2,"2,200",50,70,10,180,5,Compute-heavy,467,Renewable-first,80
1.5,"13,000",80,1.7,"1,900",150,150,20,99,1,I/O heavy,332,Hybrid,40
1.5,"35,000",70,1.3,"1,000",20,80,60,124,0,Compute-heavy,51,Non-renewable,80
1.6,"28,000",30,1.3,"3,000",130,130,80,123,4,Mixed,138,Non-renewable,70
1.3,"49,000",20,1.7,"1,300",100,80,80,28,3,Mixed,226,Renewable-first,80
1.4,"26,000",10,1.4,"2,800",200,50,50,111,2,Compute-heavy,137,Hybrid,50
1.4,"13,000",10,1.4,"1,500",40,80,100,175,5,I/O heavy,247,Hybrid,40
1.8,"43,000",100,1.4,"2,500",60,140,20,120,3,I/O heavy,241,Hybrid,40
1.5,"27,000",20,1.6,"1,200",120,130,0,32,0,I/O heavy,100,Non-renewable,30
1.7,"24,000",0,1.1,900,130,50,90,121,2,Compute-heavy,74,Hybrid,20
1.7,"46,000",90,1.3,"1,900",200,110,50,86,4,I/O heavy,131,Non-renewable,80
1.4,"25,000",60,1.7,"3,000",40,120,90,56,1,Mixed,440,Renewable-first,30
1.5,"31,000",10,1.6,"1,400",150,120,0,124,1,Compute-heavy,366,Renewable-first,20
1.7,"9,000",50,1.1,700,30,90,40,120,3,Compute-heavy,307,Non-renewable,70
1.5,"21,000",50,1.4,"1,100",150,130,50,185,1,I/O heavy,343,Hybrid,80
1.8,"38,000",100,1.2,"1,000",160,150,80,153,4,Mixed,366,Hybrid,0
1.3,"13,000",30,1.6,"2,700",110,150,30,52,3,Mixed,451,Renewable-first,0
1.2,"38,000",30,1.1,900,70,80,20,41,2,Compute-heavy,435,Non-renewable,20
1.7,"14,000",0,1.1,"2,800",190,110,20,51,2,I/O heavy,309,Hybrid,70
1.7,"48,000",100,1.6,"1,200",30,60,100,182,2,I/O heavy,296,Non-renewable,0
1.8,"6,000",50,1.8,900,50,80,90,68,1,Compute-heavy,389,Renewable-first,10
1.6,"29,000",70,1.3,"3,000",50,110,80,71,1,Compute-heavy,222,Non-renewable,50
1.8,"7,000",90,1.7,"2,000",60,110,100,68,2,Mixed,423,Hybrid,60
1.7,"38,000",30,1.3,"1,600",170,60,50,150,4,I/O heavy,385,Hybrid,80
1.7,"11,000",0,1.5,"1,100",90,120,70,97,5,I/O heavy,269,Hybrid,50
1.5,"32,000",30,1.4,800,130,150,70,63,2,I/O heavy,91,Hybrid,30
1.4,"13,000",10,1.6,"2,700",170,150,70,148,4,Compute-heavy,413,Non-renewable,40
1.8,"15,000",30,1.0,"1,000",50,120,90,120,4,Compute-heavy,487,Renewable-first,80
1.5,"33,000",70,1.4,"1,600",140,70,10,128,4,Mixed,121,Renewable-first,10
1.5,"20,000",20,1.8,"1,700",120,150,90,126,2,Compute-heavy,366,Non-renewable,80
1.5,"43,000",40,1.6,"2,200",70,100,30,126,2,I/O heavy,184,Renewable-first,50
1.5,"33,000",90,1.2,"2,200",100,50,0,39,2,Mixed,150,Hybrid,40
1.5,"17,000",100,1.2,"1,400",140,90,10,54,3,Compute-heavy,394,Renewable-first,20
1.2,"39,000",10,1.6,"1,100",20,140,50,40,2,I/O heavy,418,Non-renewable,30
1.7,"15,000",80,1.1,"1,100",70,50,70,191,2,I/O heavy,343,Renewable-first,50
1.5,"39,000",20,1.0,700,200,50,30,94,1,Mixed,310,Non-renewable,60
1.6,"12,000",0,1.6,"2,300",120,120,50,33,4,Mixed,333,Non-renewable,60
1.3,"11,000",60,1.5,"1,700",70,90,60,92,3,Compute-heavy,318,Hybrid,80
1.2,"9,000",100,1.5,"2,200",70,80,70,110,1,Mixed,326,Hybrid,70
1.3,"10,000",40,1.0,"2,000",40,150,10,55,3,Compute-heavy,213,Hybrid,80
1.6,"39,000",80,1.3,"1,400",70,120,0,70,1,Mixed,374,Hybrid,30
1.3,"34,000",20,1.4,"1,900",60,70,30,44,2,I/O heavy,77,Renewable-first,60
1.7,"15,000",100,1.6,"3,000",150,100,0,91,2,Compute-heavy,215,Hybrid,40
1.3,"42,000",0,1.7,"2,600",150,110,60,109,0,Compute-heavy,239,Non-renewable,70
1.3,"31,000",60,1.2,"1,500",140,60,90,155,3,I/O heavy,192,Non-renewable,60
1.3,"25,000",70,1.7,"2,600",40,110,50,85,5,I/O heavy,496,Hybrid,80
1.2,"18,000",100,1.5,"1,300",170,150,0,45,3,I/O heavy,127,Hybrid,60
1.7,"39,000",10,1.3,"1,000",130,50,50,127,4,Compute-heavy,156,Hybrid,60
1.7,"33,000",10,1.5,"1,200",150,110,30,38,3,I/O heavy,458,Hybrid,30
1.6,"28,000",80,1.5,"2,500",30,50,20,196,0,I/O heavy,289,Hybrid,80
1.3,"40,000",30,1.2,"1,600",90,130,90,42,5,Mixed,187,Renewable-first,0
1.4,"45,000",0,1.0,"2,800",100,140,90,194,3,I/O heavy,97,Non-renewable,80
1.5,"49,000",80,1.1,"2,200",150,90,60,175,2,Compute-heavy,238,Renewable-first,10
1.8,"36,000",80,1.8,"1,300",120,120,20,165,2,Compute-heavy,114,Hybrid,60
1.3,"10,000",50,1.7,"2,600",50,110,30,89,5,Compute-heavy,207,Hybrid,70
1.6,"14,000",50,1.1,"1,500",50,90,10,154,2,Compute-heavy,399,Renewable-first,60
1.5,"24,000",80,1.5,"2,500",120,70,60,71,3,Mixed,259,Non-renewable,80
1.4,"24,000",10,1.7,"2,200",160,70,80,20,5,I/O heavy,217,Renewable-first,40
1.5,"30,000",80,1.7,"1,400",30,60,30,86,5,Compute-heavy,74,Non-renewable,80
1.2,"25,000",30,1.5,500,60,100,70,46,1,Mixed,367,Renewable-first,70
1.7,"49,000",30,1.6,700,110,130,30,44,2,Compute-heavy,475,Hybrid,80
1.3,"27,000",80,1.3,"1,600",160,140,90,138,2,Mixed,182,Non-renewable,20
1.6,"16,000",60,1.1,"3,000",170,120,30,60,2,I/O heavy,402,Renewable-first,60
1.2,"17,000",90,1.4,"2,800",50,50,80,174,4,Mixed,228,Hybrid,60
1.8,"14,000",40,1.3,"1,100",180,120,40,72,1,I/O heavy,121,Non-renewable,80
1.3,"11,000",70,1.3,"1,900",150,60,40,94,3,Mixed,397,Renewable-first,0
1.7,"41,000",0,1.1,"2,900",100,100,40,51,5,Mixed,310,Non-renewable,0
1.7,"16,000",60,1.6,"2,700",200,140,90,148,4,Mixed,133,Hybrid,60
1.8,"29,000",30,1.8,"2,500",40,150,40,125,4,I/O heavy,113,Non-renewable,40
1.5,"6,000",10,1.6,"1,800",50,120,40,195,0,Mixed,353,Non-renewable,20
1.6,"44,000",10,1.4,"1,700",100,90,0,34,3,I/O heavy,290,Non-renewable,40
1.4,"30,000",100,1.3,"2,100",130,50,0,165,5,Compute-heavy,238,Renewable-first,0
1.3,"44,000",80,1.4,"2,400",150,60,50,61,5,Mixed,216,Renewable-first,60
1.5,"9,000",50,1.5,"2,000",80,50,40,47,5,I/O heavy,263,Hybrid,70
1.3,"12,000",100,1.1,900,60,120,20,83,4,Mixed,257,Renewable-first,10
1.8,"46,000",30,1.6,"1,300",30,50,30,180,4,I/O heavy,451,Non-renewable,40
1.3,"49,000",10,1.0,"2,500",110,50,30,37,2,Compute-heavy,124,Renewable-first,30
1.6,"13,000",60,1.7,"2,900",110,100,10,68,0,Compute-heavy,277,Renewable-first,50
1.6,"43,000",80,1.4,"2,500",130,100,70,63,2,I/O heavy,239,Non-renewable,40
1.5,"24,000",10,1.3,"1,900",80,100,10,20,0,I/O heavy,59,Non-renewable,40
1.6,"15,000",30,1.1,"1,300",200,70,30,186,2,I/O heavy,68,Hybrid,60
1.3,"44,000",0,1.5,"1,600",70,120,20,143,3,Mixed,412,Renewable-first,70
1.5,"26,000",0,1.1,"1,000",90,50,50,156,3,Compute-heavy,371,Hybrid,80
1.4,"20,000",20,1.7,"3,000",20,80,0,47,4,I/O heavy,453,Renewable-first,80
1.8,"46,000",0,1.2,"2,100",100,130,10,125,0,Compute-heavy,235,Non-renewable,0
1.7,"42,000",30,1.1,800,80,140,0,38,2,Compute-heavy,303,Renewable-first,60
1.8,"46,000",50,1.2,"1,400",70,150,40,39,4,Mixed,464,Non-renewable,20
1.2,"14,000",40,1.4,"3,000",140,110,10,91,3,Mixed,425,Hybrid,10
1.4,"29,000",80,1.4,"2,000",120,70,40,135,3,I/O heavy,274,Non-renewable,60
1.3,"23,000",100,1.3,"2,000",100,130,100,79,4,Compute-heavy,54,Hybrid,30
1.2,"8,000",10,1.6,"1,800",70,150,100,77,4,I/O heavy,304,Non-renewable,40
1.3,"23,000",10,1.3,"2,300",90,100,60,160,2,Compute-heavy,154,Hybrid,20
1.6,"7,000",20,1.4,"2,900",40,150,40,124,4,Compute-heavy,177,Hybrid,50
1.3,"21,000",30,1.1,500,200,80,50,20,3,Compute-heavy,55,Hybrid,40
1.5,"18,000",80,1.1,"1,100",70,90,70,48,2,I/O heavy,353,Renewable-first,70
1.7,"14,000",100,1.1,"1,500",30,60,10,144,3,Mixed,144,Hybrid,0
1.6,"10,000",50,1.1,"2,000",80,60,10,35,0,Mixed,357,Hybrid,50
1.4,"35,000",80,1.7,500,40,100,0,131,5,Compute-heavy,335,Non-renewable,80
1.4,"35,000",40,1.5,"2,600",130,90,40,112,0,I/O heavy,376,Non-renewable,10
1.5,"13,000",80,1.5,"1,900",30,60,100,169,3,I/O heavy,456,Renewable-first,60
1.3,"16,000",80,1.1,"2,200",180,90,50,21,2,Mixed,100,Renewable-first,70
1.6,"48,000",0,1.4,"2,700",70,120,0,125,5,Compute-heavy,238,Hybrid,30
1.4,"30,000",80,1.4,600,20,60,80,111,3,Compute-heavy,156,Non-renewable,40
1.7,"6,000",60,1.2,"1,900",190,50,30,23,4,I/O heavy,429,Renewable-first,30
1.7,"46,000",100,1.2,"2,300",30,110,30,186,0,Mixed,88,Hybrid,70
1.6,"8,000",70,1.6,"1,600",40,130,10,169,1,I/O heavy,470,Renewable-first,60
1.4,"36,000",20,1.2,"1,600",90,80,10,142,4,Compute-heavy,71,Non-renewable,20
1.3,"32,000",0,1.5,"1,400",200,70,0,31,1,Compute-heavy,165,Renewable-first,20
1.7,"10,000",30,1.7,"1,900",40,150,100,175,3,Mixed,447,Hybrid,20
1.5,"34,000",0,1.4,900,120,140,10,111,1,Compute-heavy,409,Hybrid,70
1.3,"32,000",0,1.5,900,120,50,10,128,5,Compute-heavy,376,Non-renewable,30
1.3,"17,000",30,1.7,"1,000",30,60,70,34,5,Compute-heavy,381,Non-renewable,0
1.3,"40,000",70,1.6,"2,700",200,130,0,29,5,I/O heavy,121,Renewable-first,10
1.7,"14,000",0,1.0,"2,700",180,110,60,116,0,I/O heavy,452,Renewable-first,30
1.3,"14,000",90,1.1,500,170,150,90,51,3,Mixed,456,Renewable-first,70
1.5,"9,000",90,1.2,"1,000",190,50,0,21,0,Compute-heavy,89,Renewable-first,10
1.5,"33,000",80,1.3,"2,000",200,110,60,115,4,I/O heavy,105,Non-renewable,50
1.5,"40,000",50,1.2,500,100,80,10,104,0,Mixed,159,Hybrid,60
1.7,"16,000",40,1.4,"2,600",170,60,10,185,0,Mixed,104,Hybrid,60
1.7,"26,000",80,1.6,"1,300",30,100,30,45,1,I/O heavy,444,Renewable-first,40
1.5,"43,000",80,1.8,"2,400",120,140,60,158,1,Compute-heavy,475,Hybrid,70
1.2,"6,000",80,1.5,600,60,150,40,102,3,Compute-heavy,175,Non-renewable,10
1.5,"18,000",20,1.7,"2,400",110,100,70,20,2,I/O heavy,212,Non-renewable,60
1.6,"14,000",70,1.3,"2,700",80,120,20,196,0,I/O heavy,138,Hybrid,0
1.5,"7,000",90,1.1,"2,300",140,90,90,171,0,I/O heavy,473,Renewable-first,0
1.6,"12,000",30,1.7,"3,000",130,90,0,43,0,Compute-heavy,304,Renewable-first,60
1.3,"21,000",30,1.6,"2,600",200,100,80,133,5,Compute-heavy,443,Non-renewable,80
1.6,"8,000",60,1.2,"3,000",70,130,40,36,0,Compute-heavy,111,Non-renewable,10
1.3,"25,000",70,1.4,600,80,140,40,145,1,Mixed,266,Renewable-first,70
1.7,"34,000",30,1.8,600,120,140,20,138,2,I/O heavy,368,Renewable-first,50
1.4,"23,000",100,1.8,500,140,110,20,49,0,I/O heavy,55,Hybrid,40
1.6,"19,000",90,1.4,"1,400",130,70,80,31,0,I/O heavy,433,Hybrid,40
1.2,"24,000",50,1.2,"1,900",190,130,100,176,2,I/O heavy,225,Renewable-first,10
1.4,"46,000",0,1.2,"2,200",140,50,20,32,2,Compute-heavy,234,Hybrid,20
1.6,"34,000",10,1.7,"1,100",90,130,10,151,0,I/O heavy,54,Renewable-first,50
1.3,"14,000",40,1.5,900,90,100,10,68,2,I/O heavy,173,Renewable-first,0
1.7,"27,000",30,1.5,"2,400",160,60,50,169,2,Compute-heavy,419,Renewable-first,40
1.6,"28,000",20,1.2,"1,100",50,50,80,50,4,Compute-heavy,493,Hybrid,60
1.6,"16,000",100,1.3,"1,600",170,120,40,25,2,Mixed,358,Hybrid,80
1.4,"13,000",50,1.4,"1,600",170,80,70,152,3,Compute-heavy,486,Hybrid,60
1.5,"19,000",90,1.4,"1,800",70,150,60,28,0,I/O heavy,90,Hybrid,50
1.6,"33,000",50,1.0,"1,300",170,120,90,181,5,Mixed,475,Renewable-first,70
1.5,"22,000",100,1.4,"1,800",90,110,10,75,5,Mixed,176,Non-renewable,70
1.6,"24,000",90,1.5,"1,200",200,90,40,75,1,Compute-heavy,342,Hybrid,10
1.5,"5,000",70,1.6,"3,000",60,80,10,117,3,Compute-heavy,303,Non-renewable,80
1.3,"7,000",10,1.1,"2,000",180,80,90,29,5,I/O heavy,468,Renewable-first,60
1.3,"12,000",60,1.7,600,70,110,50,175,4,Compute-heavy,95,Non-renewable,40
1.2,"43,000",60,1.1,"2,100",60,120,0,57,4,Compute-heavy,139,Renewable-first,80
1.4,"35,000",10,1.4,"2,900",160,120,30,196,3,I/O heavy,271,Renewable-first,10
1.6,"12,000",50,1.1,700,40,110,40,146,1,Compute-heavy,392,Hybrid,30
1.7,"19,000",40,1.7,"1,300",120,50,80,147,2,I/O heavy,459,Hybrid,30
1.3,"26,000",10,1.4,"2,700",120,50,30,87,2,I/O heavy,349,Hybrid,40
1.8,"36,000",80,1.5,"1,000",60,50,10,35,0,Compute-heavy,494,Non-renewable,40
1.5,"9,000",70,1.4,700,150,150,0,102,2,I/O heavy,413,Hybrid,20
1.8,"48,000",60,1.4,700,190,70,60,196,2,Mixed,380,Renewable-first,10
1.6,"48,000",50,1.1,"1,800",180,70,30,130,4,I/O heavy,436,Non-renewable,50
1.6,"13,000",40,1.8,500,40,50,40,138,3,Compute-heavy,240,Renewable-first,40
1.3,"45,000",80,1.6,"2,500",20,90,70,167,0,I/O heavy,377,Hybrid,70
1.3,"19,000",40,1.5,"1,400",40,120,60,139,3,Mixed,385,Hybrid,70
1.2,"48,000",50,1.2,"2,500",90,60,60,172,2,I/O heavy,195,Non-renewable,20
1.6,"41,000",20,1.3,"3,000",130,110,0,57,0,Mixed,123,Non-renewable,50
1.4,"37,000",80,1.3,"2,100",30,150,90,120,0,Mixed,384,Hybrid,40
1.7,"26,000",100,1.6,"1,100",80,70,60,181,1,I/O heavy,83,Hybrid,60
1.4,"15,000",70,1.2,"1,200",180,140,40,150,3,Compute-heavy,301,Renewable-first,10
1.7,"10,000",80,1.5,600,110,60,60,183,4,Compute-heavy,346,Non-renewable,0
1.3,"21,000",0,1.7,"2,800",120,100,70,68,2,Mixed,288,Non-renewable,40
1.3,"48,000",0,1.7,"1,400",200,140,10,32,5,I/O heavy,488,Non-renewable,0
1.4,"9,000",10,1.3,"2,100",30,90,100,59,0,Compute-heavy,301,Renewable-first,60
1.4,"43,000",30,1.1,"1,400",120,140,10,85,2,I/O heavy,386,Non-renewable,80
1.4,"13,000",90,1.3,500,200,120,20,130,0,I/O heavy,338,Non-renewable,30
1.7,"33,000",40,1.3,"1,900",90,110,40,159,4,Compute-heavy,118,Non-renewable,30
1.3,"27,000",60,1.4,"1,700",90,110,30,152,1,I/O heavy,252,Renewable-first,80
1.4,"40,000",30,1.0,"1,600",60,50,0,64,3,I/O heavy,156,Non-renewable,70
1.7,"35,000",0,1.4,"1,500",120,100,90,129,2,Mixed,201,Non-renewable,30
1.2,"24,000",70,1.5,"1,400",150,100,30,45,2,Mixed,402,Hybrid,10
1.8,"27,000",100,1.8,"1,600",160,90,80,33,4,Compute-heavy,370,Non-renewable,30
1.8,"11,000",20,1.6,"1,800",100,90,80,158,0,Mixed,268,Hybrid,40
1.3,"40,000",80,1.0,"2,500",80,60,40,74,1,Mixed,489,Non-renewable,40
1.4,"8,000",10,1.1,"1,200",80,100,100,172,2,Mixed,254,Non-renewable,20
1.4,"28,000",100,1.4,"2,900",110,130,40,198,5,I/O heavy,237,Hybrid,80
1.7,"18,000",0,1.8,"1,100",50,60,10,186,0,Mixed,445,Renewable-first,60
1.6,"29,000",90,1.5,"1,900",70,50,10,75,2,I/O heavy,482,Non-renewable,20
1.6,"11,000",70,1.7,"1,200",170,70,30,136,2,I/O heavy,201,Renewable-first,10
1.7,"19,000",20,1.1,900,40,140,50,33,2,Compute-heavy,343,Hybrid,0
1.3,"48,000",0,1.3,"3,000",30,110,40,155,0,Compute-heavy,433,Renewable-first,10
1.7,"17,000",100,1.0,"2,600",150,130,80,84,1,Mixed,109,Renewable-first,60
1.6,"23,000",20,1.2,"1,700",20,110,0,196,0,I/O heavy,59,Hybrid,30
1.5,"16,000",70,1.6,"1,100",80,140,40,99,5,Mixed,68,Hybrid,50
1.7,"30,000",100,1.5,"2,900",40,140,100,110,5,Mixed,322,Hybrid,70
1.6,"37,000",30,1.2,"2,300",40,140,100,126,1,I/O heavy,500,Hybrid,70
1.3,"19,000",90,1.7,"2,000",60,70,60,50,1,Mixed,123,Hybrid,40
1.5,"41,000",100,1.6,"1,100",60,90,40,177,4,I/O heavy,331,Non-renewable,50
1.5,"10,000",60,1.4,"2,100",190,70,40,115,4,I/O heavy,466,Hybrid,0
1.2,"29,000",70,1.0,"2,900",70,100,100,66,3,Compute-heavy,318,Non-renewable,70
1.8,"21,000",60,1.7,"1,000",170,100,80,161,0,Mixed,399,Renewable-first,60
1.3,"47,000",0,1.5,"1,900",140,120,40,150,3,I/O heavy,92,Renewable-first,40
1.6,"40,000",30,1.7,700,110,110,40,72,2,Mixed,437,Renewable-first,50
1.5,"13,000",90,1.7,600,40,60,100,127,2,Compute-heavy,99,Renewable-first,60
1.2,"32,000",80,1.1,"1,600",140,50,100,43,5,Compute-heavy,405,Renewable-first,10
1.8,"39,000",60,1.6,"1,800",50,100,90,62,5,I/O heavy,314,Non-renewable,50
1.7,"7,000",0,1.1,"2,500",40,140,30,22,2,I/O heavy,466,Renewable-first,0
1.5,"15,000",70,1.4,"2,300",120,80,10,29,2,Compute-heavy,458,Renewable-first,0
1.3,"24,000",30,1.6,"2,200",60,130,70,175,1,Mixed,427,Hybrid,40
1.3,"27,000",60,1.4,600,110,60,30,127,4,Mixed,497,Non-renewable,0
1.4,"34,000",50,1.4,"1,500",140,100,30,156,2,I/O heavy,377,Renewable-first,10
1.4,"41,000",60,1.2,600,200,50,30,116,1,Compute-heavy,117,Non-renewable,20
1.5,"40,000",90,1.6,900,120,140,70,85,3,I/O heavy,195,Hybrid,60
1.8,"48,000",90,1.1,700,200,120,50,45,3,I/O heavy,401,Non-renewable,20
1.5,"16,000",0,1.2,"2,000",120,50,100,162,2,Compute-heavy,144,Non-renewable,30
1.7,"40,000",50,1.0,"1,000",90,130,20,58,5,Compute-heavy,409,Renewable-first,70
1.6,"39,000",20,1.1,"1,400",130,140,90,133,5,Compute-heavy,92,Hybrid,20
1.5,"38,000",90,1.3,700,110,90,40,85,2,Compute-heavy,249,Non-renewable,50
1.7,"8,000",30,1.0,"1,800",30,150,60,99,4,I/O heavy,205,Non-renewable,30
1.5,"28,000",0,1.2,"1,600",180,110,80,55,3,Mixed,261,Renewable-first,50
1.7,"40,000",90,1.0,"1,600",30,110,90,64,4,Compute-heavy,246,Hybrid,80
1.4,"32,000",70,1.7,900,200,130,20,104,3,Compute-heavy,159,Renewable-first,40
1.3,"43,000",10,1.7,"2,800",100,80,50,166,2,Mixed,141,Hybrid,60
1.7,"6,000",20,1.6,"1,800",130,140,60,91,0,I/O heavy,291,Hybrid,50
1.6,"47,000",60,1.5,"1,200",80,130,70,133,4,I/O heavy,145,Hybrid,20
1.7,"9,000",10,1.6,"1,800",180,120,70,32,2,I/O heavy,369,Non-renewable,40
1.8,"32,000",30,1.2,"2,400",50,120,0,71,5,Compute-heavy,350,Renewable-first,10
1.2,"17,000",60,1.6,"1,700",80,150,10,41,5,Compute-heavy,222,Renewable-first,20
1.5,"40,000",20,1.3,"2,700",140,50,20,50,5,Compute-heavy,178,Non-renewable,30
1.4,"13,000",10,1.4,500,40,120,10,171,0,I/O heavy,191,Hybrid,60
1.6,"43,000",70,1.8,600,180,130,50,107,5,Mixed,96,Hybrid,50
1.7,"34,000",10,1.7,"2,100",70,50,20,121,1,Mixed,451,Hybrid,60
1.4,"31,000",90,1.3,800,40,70,90,132,1,I/O heavy,102,Hybrid,20
1.5,"17,000",60,1.7,"1,000",170,50,50,26,3,I/O heavy,93,Non-renewable,20
1.6,"46,000",100,1.1,"2,200",200,150,30,50,4,Compute-heavy,354,Hybrid,60
1.3,"43,000",20,1.7,"2,200",30,140,20,27,1,Compute-heavy,158,Hybrid,10
1.7,"32,000",30,1.7,"2,700",80,150,10,120,0,I/O heavy,277,Renewable-first,40
1.6,"22,000",50,1.5,"2,800",150,80,70,170,5,Compute-heavy,250,Renewable-first,80
1.8,"38,000",100,1.3,"2,200",50,120,30,159,1,Mixed,234,Hybrid,10
1.4,"25,000",20,1.7,"1,200",50,90,90,31,1,Mixed,425,Renewable-first,70
1.3,"5,000",0,1.2,800,90,110,10,129,0,Compute-heavy,279,Renewable-first,0
1.5,"49,000",70,1.1,"1,000",140,110,80,200,3,Mixed,366,Non-renewable,70
1.3,"27,000",30,1.4,"2,200",150,60,50,60,4,Compute-heavy,497,Hybrid,50
1.8,"38,000",0,1.1,"1,900",200,50,30,190,1,I/O heavy,335,Non-renewable,50
1.2,"40,000",10,1.3,"2,900",100,110,90,142,3,Mixed,394,Hybrid,70
1.7,"13,000",50,1.5,"1,200",80,120,30,42,4,I/O heavy,238,Hybrid,30
1.5,"12,000",0,1.2,"3,000",160,120,70,101,3,Compute-heavy,299,Hybrid,20
1.4,"34,000",80,1.3,"2,400",90,90,90,134,4,I/O heavy,466,Hybrid,40
1.2,"40,000",60,1.2,"1,700",60,150,70,82,5,Compute-heavy,408,Renewable-first,20
1.6,"40,000",70,1.1,700,180,50,40,104,4,Compute-heavy,251,Hybrid,50
1.6,"22,000",70,1.5,"2,100",150,80,100,59,4,Compute-heavy,135,Hybrid,20
1.4,"6,000",50,1.5,900,140,110,90,145,1,I/O heavy,250,Non-renewable,60
1.7,"15,000",70,1.4,"1,500",170,140,40,137,4,Mixed,155,Non-renewable,50
1.4,"40,000",60,1.7,"2,000",60,80,0,162,4,Compute-heavy,444,Non-renewable,40
1.5,"35,000",0,1.7,700,90,50,30,116,2,Mixed,271,Renewable-first,20
1.5,"35,000",20,1.5,"2,400",190,110,30,113,4,I/O heavy,338,Non-renewable,60
1.3,"28,000",80,1.6,"2,200",170,70,100,128,5,Compute-heavy,319,Renewable-first,20
1.8,"25,000",70,1.6,"2,900",90,70,40,110,3,Mixed,388,Renewable-first,0
1.4,"36,000",40,1.1,"1,600",80,100,100,166,1,Mixed,81,Non-renewable,20
1.2,"34,000",0,1.7,"2,400",110,120,0,135,3,Compute-heavy,485,Hybrid,70
1.4,"12,000",10,1.0,"1,900",110,150,100,55,4,Compute-heavy,463,Non-renewable,30
1.6,"37,000",90,1.0,800,150,120,50,194,3,Mixed,349,Renewable-first,0
1.5,"43,000",90,1.2,"3,000",100,90,20,194,0,Mixed,103,Non-renewable,0
1.6,"5,000",80,1.6,"1,700",30,60,40,131,1,Compute-heavy,137,Renewable-first,10
1.2,"37,000",90,1.7,"2,500",200,80,10,182,3,I/O heavy,151,Renewable-first,20
1.4,"46,000",70,1.3,"1,200",40,130,50,65,0,Compute-heavy,67,Renewable-first,20
1.7,"17,000",80,1.5,"2,800",100,50,100,192,5,Mixed,405,Hybrid,60
1.2,"26,000",10,1.4,"2,500",110,90,10,75,1,I/O heavy,345,Hybrid,30
1.7,"9,000",20,1.2,"1,800",120,60,0,64,3,Compute-heavy,132,Non-renewable,30
1.3,"16,000",20,1.7,800,120,80,40,105,0,Compute-heavy,288,Non-renewable,0
1.7,"33,000",0,1.5,"2,700",130,80,70,174,1,Compute-heavy,388,Renewable-first,60
1.4,"7,000",10,1.6,"1,400",150,90,40,33,0,Mixed,152,Renewable-first,0
1.6,"40,000",90,1.5,"2,300",150,100,0,191,2,Compute-heavy,261,Hybrid,0
1.3,"49,000",40,1.1,500,120,100,30,181,3,Mixed,163,Non-renewable,70
1.2,"15,000",60,1.7,700,30,120,80,121,5,I/O heavy,154,Renewable-first,80
1.3,"30,000",50,1.0,"2,700",140,60,70,132,3,I/O heavy,478,Renewable-first,40
1.3,"6,000",10,1.6,"1,000",20,70,50,140,4,Mixed,63,Renewable-first,40
1.4,"33,000",70,1.1,"1,600",40,70,70,140,4,Mixed,56,Non-renewable,40
1.5,"45,000",30,1.4,"3,000",60,130,50,186,3,Compute-heavy,374,Renewable-first,0
1.6,"33,000",100,1.1,500,170,150,70,151,5,Compute-heavy,330,Non-renewable,10
1.7,"48,000",10,1.8,"1,600",60,130,30,192,1,Mixed,245,Renewable-first,30
1.6,"40,000",30,1.3,"2,200",90,140,30,129,2,I/O heavy,145,Renewable-first,50
1.6,"23,000",70,1.6,"2,300",60,140,100,71,1,Compute-heavy,499,Non-renewable,20
1.4,"14,000",0,1.6,"1,400",100,50,10,66,3,Mixed,494,Hybrid,80
